iter	Passed	Remaining
1664	256448	513667
1665	256622	513553
1666	256776	513399
1667	256954	513292
1668	257121	513164
1669	257283	513026
1670	257455	512907
1671	257596	512727
1672	257747	512568
1673	257898	512407
1674	258052	512253
1675	258195	512077
1676	258361	511947
1677	258518	511798
1678	258658	511617
1679	258796	511432
1680	258928	511232
1681	259077	511070
1682	259250	510953
1683	259378	510746
1684	259530	510590
1685	259673	510414
1686	259833	510271
1687	259999	510141
1688	260142	509966
1689	260291	509801
1690	260424	509607
1691	260577	509450
1692	260731	509295
1693	260888	509147
1694	261051	509011
1695	261189	508827
1696	261343	508673
1697	261514	508551
1698	261682	508424
1699	261826	508250
1700	261977	508090
1701	262139	507953
1702	262312	507836
1703	262469	507686
1704	262643	507571
1705	262791	507406
1706	262934	507230
1707	263080	507062
1708	263247	506931
1709	263397	506769
1710	263549	506611
1711	263710	506472
1712	263869	506327
1713	264012	506151
1714	264171	506007
1715	264323	505849
1716	264460	505663
1717	264599	505481
1718	264752	505323
1719	264920	505197
1720	265069	505033
1721	265224	504882
1722	265366	504705
1723	265516	504543
1724	265673	504394
1725	265818	504223
1726	265973	504070
1727	266108	503880
1728	266275	503751
1729	266454	503645
1730	266575	503429
1731	266745	503304
1732	266900	503153
1733	267043	502978
1734	267196	502821
1735	267340	502648
1736	267486	502480
1737	267642	502329
1738	267793	502169
1739	267961	502042
1740	268129	501914
1741	268297	501787
1742	268460	501650
1743	268625	501517
1744	268786	501375
1745	268929	501201
1746	269095	501069
1747	269243	500902
1748	269415	500783
1749	269573	500636
1750	269739	500504
1751	269910	500382
1752	270088	500272
1753	270254	500140
1754	270409	499988
1755	270552	499813
1756	270701	499649
1757	270854	499493
1758	271003	499331
1759	271151	499165
1760	271315	499030
1761	271479	498894
1762	271631	498736
1763	271787	498584
1764	271935	498420
1765	272107	498299
1766	272258	498138
1767	272420	497998
1768	272556	497812
1769	272695	497629
1770	272826	497434
1771	272953	497231
1772	273114	497090
1773	273287	496969
1774	273446	496824
1775	273594	496659
1776	273742	496494
1777	273887	496325
1778	274049	496185
1779	274206	496035
1780	274364	495888
1781	274533	495761
1782	274671	495579
1783	274812	495401
1784	274986	495283
1785	275152	495150
1786	275303	494991
1787	275445	494815
1788	275608	494677
1789	275753	494507
1790	275913	494364
1791	276064	494204
1792	276201	494020
1793	276334	493828
1794	276484	493668
1795	276647	493529
1796	276825	493417
1797	276973	493252
1798	277120	493087
1799	277274	492931
1800	277431	492782
1801	277567	492597
1802	277713	492429
1803	277868	492276
1804	278014	492108
1805	278175	491966
1806	278333	491820
1807	278460	491618
1808	278613	491462
